url,get_date,page_status,directory,cod,status,last_status,last_update,Dati_relativi_al_lotto_description,Dati_relativi_al_lotto_INDIRIZZO,Dati_relativi_al_lotto_LOTTO,Dati_relativi_al_lotto_NUMERO_BENI,Dati_relativi_al_lotto_GENERE,Dati_relativi_al_lotto_CATEGORIA,Dati_relativi_al_lotto_VALORE_DI_STIMA,Dati_relativi_ai_beni_tipo,Dati_relativi_ai_beni_description,Dati_relativi_ai_beni_INDIRIZZO,Dati_relativi_ai_beni_PIANO,Dati_relativi_ai_beni_DISPONIBILITÀ,Dati_relativi_ai_beni_VANI,Dati_relativi_ai_beni_METRI_QUADRI,Dati_relativi_ai_beni_METRI_QUADRI_MIN,Dati_relativi_ai_beni_METRI_QUADRI_MAX,Dati_relativi_ai_beni_CERTIFICAZIONE_ENERGETICA,Dati_relativi_ai_beni_DATI_CATASTALI,Dati_relativi_alla_Vendita_DATA_E_ORA_UDIENZA,Dati_relativi_alla_Vendita_DATA_E_ORA_VENDITA,Dati_relativi_alla_Vendita_TIPO_VENDITA,Dati_relativi_alla_Vendita_MODALITA_VENDITA,Dati_relativi_alla_Vendita_LUOGO_DELLA_VENDITA,Dati_relativi_alla_Vendita_LUOGO_PRESENTAZIONE_OFFERTA,Dati_relativi_alla_Vendita_TERMINE_PRESENTAZIONE_OFFERTE,Dati_relativi_alla_Vendita_PREZZO_BASE,Dati_relativi_alla_Vendita_OFFERTA_MINIMA,Dati_relativi_alla_Vendita_RIALZO_MINIMO_IN_CASO_DI_GARA,Dati_relativi_alla_Vendita_DEPOSITO_CAUZIONALE,Dati_relativi_alla_Vendita_DEPOSITO_IN_CONTO_SPESE,Dati_relativi_alla_Vendita_DATA_INIZIO_GARA,Dati_relativi_alla_Vendita_DATA_FINE_GARA,Dettaglio_procedura_e_contatti_TRIBUNALE,Dettaglio_procedura_e_contatti_TIPO_PROCEDURA,Dettaglio_procedura_e_contatti_RUOLO,Dettaglio_procedura_e_contatti_RUOLO_1,Dettaglio_procedura_e_contatti_RUOLO_2,Numero_dei_Creditori,Dettaglio_procedura_e_contatti_DELEGATO_ALLA_VENDITA,Dettaglio_procedura_e_contatti_RECAPITI,Dettaglio_procedura_e_contatti_EMAIL,Dettaglio_procedura_e_contatti_CUSTODE_GIUDIZIARIO,Dettaglio_procedura_e_contatti_GIUDICE,Dettaglio_procedura_e_contatti_IVG,zip,asd,Dati_relativi_ai_beni_DENUNCIA_CATASTALE,Dati_relativi_alla_Vendita_RIALZO_MINIMO,Dettaglio_procedura_e_contatti_ENTE,Dettaglio_procedura_e_contatti_COMMISSARIO_LIQUIDATORE,Dettaglio_procedura_e_contatti_LIQUIDATORE_GIUDIZIALE,Dettaglio_procedura_e_contatti_CURATORE,Dettaglio_procedura_e_contatti_PROFESSIONISTA_DELEGATO,Dettaglio_procedura_e_contatti_COMMISSARIO_GIUDIZIALE,Dati_relativi_alla_Vendita_PRESENTAZIONE_DOMANDA,Dettaglio_procedura_e_contatti_CURATORE_FALLIMENTARE
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-cornelia-n-366-1813389,2021-02-26 00:15,OK,"media/Comune Roma, Roma, Italia/1813389",COD. 4173819,GARA DA APRIRE,ABITAZIONE DI TIPO POPOLARE,,"Piena proprietà appartamento (monolocale) Roma –Via Cornelia n° 366 piano secondo distinto con l’int. 2B, con accesso esterno indipendente, composto da ingresso-soggiorno-letto con angolo cottura,bagno e balcone","Via Cornelia n 366, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO POPOLARE,"Piena proprietà appartamento (monolocale) Roma –Via Cornelia n° 366 piano secondo distinto con l’int. 2B, con accesso esterno indipendente, composto da ingresso-soggiorno-letto con angolo cottura, bagno e balcone, riportato in catasto fabbricati al foglio 349 p.lla 2716 sub 502 z.c. 5cat. A/4 classe 3 consistenza 2 vani, R.C. € 299,55, confinante: a nord con altra u.i.; ad est con altra u.i. int. 2a; a sud con area condominiale; ad ovest con terrapieno. Sulla base della Ctu del perito stimatore Arch. Nunzio Nappi:“ dal confronto tra la planimetria catastale e lo stato dei luoghi si è riscontrata una modifica nella distribuzione interna degli spazi consistente nel realizzo di un piccolo stanzino, ricavato con tramezzatura in cartongesso, adibito a letto, nella zona retrostante del monolocale. Tale stanzino è di superficie leggermente inferiore ai 9 mq. (minima prevista per una cameretta dall’art.40 comma b del regolamento edilizio del Comune di Roma) e con finestra apribile di dimensioni insufficienti, rispetto alla superficie del pavimento, per assicurare un valore di fattore luce minimo previsto dallo stesso regolamento all’art. 40 comma f.E’ quindi necessario ripristinare lo stato legittimato dei luoghi, rappresentato nella planimetria catastale, ed i costi, essendo la tramezzatura in cartongesso facilmente removibile, risultano modesti e non incidono sul valore finale del bene. l’Attestazione di Prestazione Energetica (A.P.E.), regolarmente inviato presso il competente ufficio della Regione Lazio con prot. n. 579295 del 24.09.2018. Il locale in questione è di classe energetica G (150.78 kWh/m² anno).” L’immobile risulta libero. Il tutto come meglio descritto nell’elaborato peritale depositato in atti.","Via Cornelia n 366, Roma (RM)",2,LIBERO,,,,,,"Foglio:349, Particella:2716, Subalterno:502",2021-03-03 16:00:00,,senza incanto,Asincrona telematica,,,2021-03-02 23:59:00,42400.0,31800.0,1000.0,,,"03/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1695 / 2016,1695.0,2016.0,,"PROVENZANI GIUSEPPE
(Procede alle operazioni di vendita)",Tel. 0689569801,pvp@visiteivgroma.it,"IVG DI ROMA SRL
(Gestisce la visita del bene)",MAZZARO FLORA,,166,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-costantino-sabbati-n-1-1819023,2021-02-25 22:14,OK,"media/Comune Roma, Roma, Italia/1819023",COD. 327310,GARA DA APRIRE,ABITAZIONE DI TIPO ECONOMICO,,"Appartamento al piano terzo, interno 13, composto da ingresso-soggiorno a vista, due camere da letto, un’ampia cucina con zona pranzo dotata di un piccolo balcone, un bagno e un piccolo ripostiglio, per complessivi mq 107,50 circa. Identificato al Catasto Fabbricati del Comune di Roma, al foglio 944, particella 64, sub 16, zona censuaria 4, cat. A/3, classe 2, consistenza vani 5,5, rendita catastale € 852,15","Via Costantino Sabbati n.1, Roma (RM)",1,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,"€ 216.000,00",ABITAZIONE DI TIPO ECONOMICO,"Quota pari a 1/1 del diritto di proprietà dell’appartamento, sito nel comune di Roma, quartiere periferico Prenestino-Centocelle, in Via Costantino Sabbati n.1, al piano terzo, interno 13, composto da ingresso-soggiorno a vista, due camere da letto, un’ampia cucina con zona pranzo dotata di un piccolo balcone, un bagno e un piccolo ripostiglio, per complessivi mq 107,50 circa. Identificato al Catasto Fabbricati del Comune di Roma, al foglio 944, particella 64, sub 16, zona censuaria 4, cat. A/3, classe 2, consistenza vani 5,5, rendita catastale € 852,15. Confina con appartamenti interni n. 12 e 14, Via dei Castani, vano scala, cortile privato e chiostrina. L’immobile viene posto in vendita nello stato di fatto e di diritto in cui si trova, come meglio descritto nella relazione dell’esperto estimatore in atti, anche con riguardo alle irregolarità urbanistico – edilizie e alla quantificazione degli oneri per la sanatoria. La perizia attesta che lo stato dei luoghi non corrisponde alla planimetria catastale agli atti. Le difformità riscontrate consistono in una diversa distribuzione degli spazi interni. In particolare: il ripostiglio è stato annesso al soggiorno; una delle tre camere è stata annessa al locale con destinazione duso cucina; una camera da letto è stata ridimensionata per ampliare il bagno. Nella planimetria agli atti non è rappresentato il balconcino con affaccio su via dei Castani, mentre è rappresentata una finestra nellattuale vano cucina, sul lato cortile, non esistente allo stato di fatto. Costruito in virtù di licenza edilizia n. 2230/1954. Certificato di agibilità n. 723/1954 Sullimmobile risulta trascritta una servitù permanente di galleria a favore del Comune di Roma, in virtù dellatto amministrativo di Roma Metropolitane Srl del 30/11/2009. Dall’atto di compravendita dell’interno 12 dello stesso fabbricato del 1953, si evince la presenza di una servitù passiva di passaggio a favore della palazzina limitrofa. È stato redatto l’attestato di prestazione energetica (APE). L’immobile al momento risulta occupato ed è in corso di liberazione. Il tutto come meglio descritto nell’elaborato peritale depositato in atti.","Via Costantino Sabbati n.1, Roma (RM)",3,IN CORSO DI LIBERAZIONE,5.5,"107,5",107.5,,,"Foglio:944, Particella:64, Subalterno:16",2021-03-30 11:00:00,,senza incanto,Asincrona telematica,,,2021-03-29 23:59:00,172800.0,129600.0,5000.0,,,"30/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1880 / 2013,1880.0,2013.0,,"Saraceni Barbara
(Procede alle operazioni di vendita)",Tel. 0689569801,pvp@visiteivgroma.it,"IVG DI ROMA SRL
(Gestisce la visita del bene)",Pigozzo Cristina,,172,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-cristoforo-sabbadino-149-1813227,2021-02-25 22:29,OK,"media/Comune Roma, Roma, Italia/1813227",COD. 4172221,GARA DA APRIRE,ABITAZIONE DI TIPO CIVILE,,"Piena proprietà di appartamento sito in Roma, Via Cristoforo Sabbadino 149, int. B, piano T., composto da due camere da letto, due bagni, un ripostiglio, giardino esterno.","Via Cristoforo Sabbadino 149, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,"€ 70.525,00",ABITAZIONE DI TIPO CIVILE,"Piena proprietà di appartamento sito in Roma, Via Cristoforo Sabbadino 149, int. B, piano T., composto da due camere da letto, due bagni, un ripostiglio, giardino esterno. L’accesso sia pedonale che carrabile avviene dal civico 149 di Via Cristoforo Sabbadino attraverso un cancello metallico ed un viale, davanti è presente uno spazio aperto accatastato come giardino. L’appartamento confina con distacco su altra proprietà identificata in catasto al foglio 747, part. 159, distacco su altra proprietà identificata in catasto al foglio 747, part. 1289, altro appartamento int. A identificato in catasto al foglio 747 part. 814 sub 507 di altra proprietà, salvo altri. L’immobile è censito nel N.C.E.U. del Comune di Roma al foglio 747, particella 814, sub. 508, z.c. 6, cat. A/2, classe 4, consistenza 4, superficie catastale mq. 66, piano T., r.c. € 475,14. L’unità immobiliare è stata realizzata senza titolo edilizio. E’ stata presentata domanda di condono n. 53808 del 30/3/2004, prot. 0/514783. Dai rilievi metrici effettuati sul posto dall’esperto stimatore è stata rilevata una difformità di superficie residenziale di circa 8 mq. in più rispetto a quanto richiesto con la domanda di condono. Non risulta rilasciato il certificato di agibilità. L’immobile è occupato da terzi in virtù di contratto di locazione non opponibile alla procedura poiché registrato in data successiva alla notifica del pignoramento. In corso di liberazione. Il tutto come meglio descritto nell’elaborato peritale depositato in atti.","Via Cristoforo Sabbadino 149, Roma (RM)",T,,,,,,,"Foglio:747, Particella:814, Subalterno:508",2021-03-04 11:00:00,,senza incanto,Asincrona telematica,,,2021-03-03 23:59:00,56000.0,42000.0,2000.0,,,"04/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1801 / 2017,1801.0,2017.0,,"TOMASSINI PAOLO
(Procede alle operazioni di vendita)",Tel. 0689569801,pvp@visiteivgroma.it,"ISTITUTO VENDITE GIUDIZIARIE SRL
(Gestisce la visita del bene)",,,148,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-david-maria-turoldo-22-24-26-1813035,2021-02-25 23:25,OK,"media/Comune Roma, Roma, Italia/1813035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-capocci-44-45-1812948,2021-02-25 23:23,OK,"media/Comune Roma, Roma, Italia/1812948",COD. 4167077,GARA CONCLUSA,ABITAZIONE DI TIPO CIVILE,DESERTA,APPARTAMENTO AL PIANO TERRA (SUP. ABITATIVA) E AL PIANO INTERRATO (SUP. DESTINAZIONE CATASTALE CANTINA),"VIA DEI CAPOCCI 44/45, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,"€ 368.895,00",ABITAZIONE DI TIPO CIVILE,APPARTAMENTO AL PIANO TERRA (SUP. ABITATIVA) E AL PIANO INTERRATO (SUP. DESTINAZIONE CATASTALE CANTINA),"VIA DEI CAPOCCI 44/45, Roma (RM)",,,,,,,,"Foglio:494, Particella:60, Subalterno:1",2021-02-24 15:00:00,,senza incanto,Asincrona telematica,,,2021-02-23 23:59:00,265680.0,199260.0,5000.0,,,"24/02/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1810 / 2016,1810.0,2016.0,,"GILIBERTI FABIO
(Procede alle operazioni di vendita)",,,"I.V.G DI ROMA S.R.L. ISTITUTO VENDITE GIUDIZIARIE
(Gestisce la visita del bene)",Mazzaro Flora,,184,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-castani-251-1805660,2021-02-25 23:22,OK,"media/Comune Roma, Roma, Italia/1805660",COD. 426256,GARA CONCLUSA,ABITAZIONE DI TIPO CIVILE,"AGGIUDICATA A € 249.001,00","Piena proprietà dell’appartamento int. 11 al piano 4° collegato verticalmente con il piano 5° (ex int.13) con una scala - Via dei Castani, 251 Roma.","Via dei Castani, 251, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Piena proprietà dell’appartamento int. 11 al piano 4° collegato verticalmente con il piano 5° (ex int.13) con una scala - Via dei Castani, 251 Roma. Detto immobile presenta difformità rispetto alle planimetrie catastali; Dati Identificativi: Foglio 643, Particella 1324, Sub 12, ZC 4, Cat.A/2, Classe 3, vani 6, - Rendita € 1.456,41; il tutto come meglio indicato in pignoramento e C.T.U.; allo stato l’immobile risulta locato con contratto di locazione opponibile alla esecuzione con scadenza 28.02.2022; Esiste domanda giudiziale di accertamento diritti reali trascritta prima del pignoramento per la quota di ¼;","Via dei Castani, 251, Roma (RM)",4/5,OCCUPATO,,,,,,"Foglio:643, Particella:1324, Subalterno:12",2021-02-23 15:00:00,,senza incanto,Asincrona telematica,,,2021-02-22 23:59:00,195072.0,146304.0,3000.0,,,"23/02/2021, all’esito della valutazione delle offerte","-
salvo auto prolungamento",Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1160 / 2014,1160.0,2014.0,,"de Marco Sandro
(Procede alle operazioni di vendita)",Tel. 063216529,,"De Marco Sandro
(Gestisce la visita del bene)",Ferramosca Bianca,,171,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-marsi-n-10-1822408,2021-02-25 22:37,OK,"media/Comune Roma, Roma, Italia/1822408",COD. 412077,GARA DA APRIRE,ABITAZIONE DI TIPO CIVILE,,"Diritto di piena proprietà su appartamento sito in Roma – Via dei Marsi n. 10, piano IV, int. 26, composto da 2 camere, soggiorno angolo cottura, bagno e balcone, per complessivi mq. 59,14, oltre mq 6,52 di balcone.","Via dei Marsi n. 10, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,"€ 173.000,00",ABITAZIONE DI TIPO CIVILE,"Quota pari a 1/1 del diritto di proprietà su appartamento sito in Roma – Via dei Marsi n. 10, piano IV, int. 26, composto da 2 camere, soggiorno angolo cottura, bagno e balcone, per complessivi mq. 59,14, oltre mq 6,52 di balcone. Identificato al Catasto Fabbricati Comune di Roma al Foglio 615, Part. 107 sub 14, c.cat. A/2; rendita € 515,17. Confina con pianerottolo scala comune, Foglio 615, Part. 107 sub 513 (int. 27), Foglio 615, Part. 107 sub 519 (int. 29), salvo altri. Costruzione risalente alla fine dell’800; distrutto dagli eventi bellici della II^ G. M. e risanato con concessione edilizia n. 116/C del 15/02/1993, richiesta prot. 211549 del 16/10/1986 per esecuzione lavori di risanamento conservativo e ricostruzione parziale.","Via dei Marsi n. 10, Roma (RM)",4,LIBERO,,"59,14",59.14,,,"Foglio:615, Particella:107, Subalterno:14",2021-04-13 16:00:00,,senza incanto,Asincrona telematica,,,2021-04-12 23:59:00,173000.0,129750.0,5000.0,,,"13/04/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1449 / 2015,1449.0,2015.0,,"BAVA RAFFAELE
(Procede alle operazioni di vendita)",Tel. 0689569801,pvp@visiteivgroma.it,"IVG di Roma Srl
(Gestisce la visita del bene)",PIGOZZO CRISTINA,,185,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-radiotelegrafisti-n%C2%B0-26-1811235,2021-02-25 22:59,OK,"media/Comune Roma, Roma, Italia/1811235",COD. 4193858,DA BANDIRE TRA PIÙ DI 15 GIORNI,ABITAZIONE DI TIPO ECONOMICO,,"Porzioni immobiliari in Roma (RM), Via dei Radiotelegrafisti n° 26, e precisamente: appartamento sito al piano quinto, distinto con l’interno n° 9 (nove) composto da cucina, soggiorno, tre camere, due bagni, ripostiglio, ingresso, terrazzo in parte coperto e tre balconi. cantina sita al piano terra, distinta con il numero 4 (quattro).","Via dei Radiotelegrafisti n° 26, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO ECONOMICO,"Porzioni immobiliari site nel Comune di Roma (RM), Via dei Radiotelegrafisti n° 26, e precisamente: - piena proprietà di appartamento sito al piano quinto, distinto con l’interno n° 9 (nove) composto da cucina, soggiorno, tre camere, due bagni, ripostiglio, ingresso, terrazzo in parte coperto e tre balconi a confine con vano ascensore, vano scale, salvo altri. - piena proprietà di un cantina sita al piano terra, distinta con il numero 4 (quattro) a confine con Corridoio d’accesso, cantine numeri tre e cinque, salvo altri. Dette porzioni immobiliari sono unitamente censita al catasto dei Fabbricati del Comune di Roma al foglio 881, particella 284, sub. 10, z.c. 6, cat. A/2, cl. 6 vani 8, Via dei Radiotelegrafisti n° 26, P. T-5, interno 9, rendita catastale Euro 1.301,47. Con riferimento a quanto accertato dal CTU la costruzione del fabbricato di cui fanno parte le porzioni immobiliari in oggetto è iniziata in data anteriore al 1° settembre 1967 a seguito del rilascio della concessione edilizia n° 539/A.R. prot. 3740 del 27/01/1958 e per i lavori relativi alla realizzazione di una tettoia e della veranda sono state rilasciate dall’Ufficio Speciale Condono Edilizio le concessioni edilizie in sanatoria n° 86110 e 86109 in data 23/01/1998. Le difformità riguardanti le tramezzature interne potrà essere sanata presentando una C.I.L.A. in sanatoria. Gli immobili sono posto in vendita a corpo e non a misura e nello stato di fatto e di diritto in cui si trovano. Eventuali differenze di misura non potranno dar luogo ad alcun risarcimento, indennità o riduzione di prezzo, essendosi di ciò tenuto conto nella valutazione dei beni.","Via dei Radiotelegrafisti n° 26, Roma (RM)",,,,,,,,,,2021-04-13 17:00,senza incanto,Presso il venditore,Via Pietro Cossa 13 - Roma 00193,,2021-04-12 12:30:00,490000.0,367500.0,5000.0,,,,,Roma,CONTENZIOSO CIVILE,76651 / 2016,76651.0,2016.0,,"Gaddi Carlo
(Procede alle operazioni di vendita)",,,,Antonica Ivana,,143,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-sampieri-n-31-1808374,2021-02-26 00:08,OK,"media/Comune Roma, Roma, Italia/1808374",COD. 4193026,GARA CONCLUSA,ABITAZIONE DI TIPO CIVILE,,"diritto di intera proprietà su appartamento sito in Roma – via dei Sampieri n. 31, composto da ingresso, soggiorno, cucina, corridoio, tre camere, tre bagni e balcone, con cantina, oltre quota indivisa pari a 42,45 millesimi del diritto di proprietà dell’autorimessa condominiale da cui deriva il diritto di uso e godimento esclusivo e perpetuo del posto auto.","via dei Sampieri n. 31, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Quota pari a 1/1 del diritto di intera proprietà su appartamento sito in Roma – via dei Sampieri n. 31, edificio A, scala sinistra, piano secondo, interno n. 6, composto da ingresso, soggiorno, cucina, corridoio, tre camere, tre bagni e balcone, per complessivi mq. 135, con cantina in via dei Sampieri n. 31, edificio A, scala sinistra, piano interrato, interno n. 6, oltre quota indivisa pari a 42,45 millesimi del diritto di proprietà dell’autorimessa condominiale sita nell’edificio A al piano interrato, da cui deriva il diritto di uso e godimento esclusivo e perpetuo del posto auto distinto con il n.6 come previsto dall’art.11 del regolamento del Condominio e dell’autorimessa condominiale dell’edificio A di via dei Sampieri n.31. Identificato al Catasto Fabbricati del Comune di Roma al foglio n. 769, part. 3, sub. 26, z.c. 5, cat. A/2, cl. 3, cons. vani 7, sup. cat. 135 mq, totale escluse aree scoperte mq 129, R.C. € 1.518,38 (l’appartamento) e al foglio 769, part. 3, sub. 36, z.c. 5, cat. C/2, cl. 10, cons. 2 mq,, sup. cat. 3 mq,, R.C. € 22,72 (la cantina). L’appartamento confina con gli appartamenti interno n. 5 della stessa scala e interno n. 4 della scala destra e distacchi sulla corte, salvo altri; la cantina confina con la cantina interno n. 7, il corridoio di accesso e l’autorimessa condominiale, salvo altri. Costruito in virtù di licenza edilizia n. 1.387 del 21 dicembre 1973 e licenza in variante n. 843 del 13 ottobre 1975 (progetti n. 14512/1973 e n. 21803/1975). Certificato di agibilità rilasciato in data 31 maggio 1984 n. 121 (protocollo n. 21438/1979). L’appartamento è difforme dal progetto approvato per diversa distribuzione degli spazi interni e creazione di un altro bagno in sostituzione dello stanzino sito in fondo al corridoio, nonché per la chiusura del balcone adiacente la cucina e l’annessione alla cucina della superficie del balcone. La diversa distribuzione degli spazi interni e la realizzazione di un ulteriore bagno in sostituzione dello stanzino sono difformità sanabili con una CILA in sanatoria, mentre la chiusura del balcone della cucina c l’annessione della relativa superficie alla cucina devono essere eliminate mediante la riduzione in pristino della cucina e dell’adiacente balcone in conformità al progetto edilizio. Formalità pregiudizievoli: atto d’obbligo a favore del Comune di Roma trascritto il 19 settembre 1975 al n. 23500 di formalità; atto d’obbligo a favore del Comune di Roma trascritto il 19 settembre 1975 al n. 23501 di formalità; servitù di gasdotto a favore della Società Italiana per il Gas trascritta il 6 giugno 1978 al n. 26524 di formalità; servitù di elettrodotto a favore dell’Ente Nazionale per l’Energia Elettrica trascritta il 5 giugno 1979 al n. 25982 di formalità. Stato di occupazione: in corso di liberazione. Il tutto come meglio descritto nell’elaborato peritale depositato in atti.","via dei Sampieri n. 31, Roma (RM)",1,IN CORSO DI LIBERAZIONE,,,,,,"Foglio:769, Particella:3, Subalterno:26
Foglio:769, Particella:3, Subalterno:36",2021-02-25 12:00:00,,senza incanto,Asincrona telematica,,,2021-02-24 23:59:00,360000.0,270000.0,5000.0,,,"25/02/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1569 / 2018,1569.0,2018.0,,"DAmico Sandra
(Procede alle operazioni di vendita)",Tel. 0689569801,,"IVG di Roma srl
(Gestisce la visita del bene)",Pigozzo Cristina,,148,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-sergii-50-1808963,2021-02-25 23:35,OK,"media/Comune Roma, Roma, Italia/1808963",COD. 4193185,GARA DA APRIRE,ABITAZIONE DI TIPO ECONOMICO,,"Quota pari a 100/100 del diritto di proprietà su appartamento sito in Roma (RM) - Via dei Sergii 50, scala B, interno 8, piano 4, composto da ingresso, soggiorno, cucina, due camere da letto, di cui una matrimoniale, anticamera, bagno e balcone, per complessivi mq. 86,25. Identificato al Catasto Fabbricati del Comune di Roma al foglio 915, Part. 574, Sub. 22, Zc. 4, Categoria A/3, R.C. € 813,42.","Via dei Sergii 50, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO ECONOMICO,"Quota pari a 100/100 del diritto di proprietà su appartamento sito in Roma (RM) - Via dei Sergii 50, scala B, interno 8, piano 4, composto da ingresso, soggiorno, cucina, due camere da letto, di cui una matrimoniale, anticamera, bagno e balcone, per complessivi mq. 86,25. Identificato al Catasto Fabbricati del Comune di Roma al foglio 915, Part. 574, Sub. 22, Zc. 4, Categoria A/3, R.C. € 813,42.","Via dei Sergii 50, Roma (RM)",4,IN CORSO DI LIBERAZIONE,,"86,25",86.25,,,"Foglio:915, Particella:574, Subalterno:22",2021-03-10 15:00:00,,senza incanto,Asincrona telematica,,,2021-03-09 23:59:00,186000.0,139500.0,3500.0,,,"10/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1625 / 2018,1625.0,2018.0,,"PAOLETTI ALESSANDRO
(Procede alle operazioni di vendita)",Tel. 0683751500,pvp@visiteivgroma.it,"IVG DI ROMA SRL
(Gestisce la visita del bene)",IAPPELLI MIRIAM,,174,,,,,,,,,,,
