id,region,url,date
52,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809830,2021-02-20
53,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809808,2021-02-20
54,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-della-magliana-n-759-1808142,2021-02-20
55,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-valerio-corvino-n-63-65-1822225,2021-02-20
56,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ispica-n-65-1804468,2021-02-20
57,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-del-pratolungo-casilino-n-35-1810409,2021-02-20
58,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-antonio-lotti-189-interno-1-1801188,2021-02-20
59,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casali-del-drago-45-1813383,2021-02-20
60,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809818,2021-02-20
61,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-giacomo-andreassi-30-1808413,2021-02-20
62,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-francesco-gamba-n-15-1818729,2021-02-20
63,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casale-di-san-basilio-n-209-1808492,2021-02-20
64,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-s-antonio-di-padova-37-1810791,2021-02-20
65,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-a-gandiglio-n-81-1825089,2021-02-20
66,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-localit%C3%A0-olgiata-isola-68-lotto-c-lettera-b-1813379,2021-02-20
67,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-largo-dell%E2%80%99olgiata-n-15-isola-63-lotto-c-1819865,2021-02-20
68,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-prenestina-n-1204-i-piano-primo-int-9-1816689,2021-02-20
69,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-di-valle-melaina-149-1806308,2021-02-20
70,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-radiotelegrafisti-n%C2%B0-26-1811235,2021-02-20
71,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-natale-palli-26-1813280,2021-02-20
72,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-vincenzo-visceglia-20-1813273,2021-02-20
73,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-polense-471-1813394,2021-02-20
74,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-siligo-n-10-1816421,2021-02-20
75,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-viale-angelico-70-1816733,2021-02-20
76,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ciro-trabalza-105-1817821,2021-02-20
77,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casale-di-san-basilio-n-209-1808493,2021-02-20
78,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casale-di-san-basilio-n-209-1808490,2021-02-20
79,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-largo-alcibiade-n-23-1814379,2021-02-20
80,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-valle-di-perna-via-scarpelli-1827647,2021-02-20
81,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-piazza-di-san-giovanni-in-laterano-36-1804489,2021-02-20
82,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-antonio-conti-n-67-1828426,2021-02-20
83,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-brolo-1-1804315,2021-02-20
84,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-colombi-27-1821290,2021-02-20
85,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809821,2021-02-20
86,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ascoli-piceno-48-1818198,2021-02-20
87,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ferrante-ruiz-n-35-1820017,2021-02-20
88,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-castani-251-1805660,2021-02-20
89,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-capocci-44-45-1812948,2021-02-20
90,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-isole-del-capoverde-n-248-1816239,2021-02-20
91,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-david-maria-turoldo-22-24-26-1813035,2021-02-20
92,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-piazza-irnerio-67-1811273,2021-02-20
93,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-andria-41-1798839,2021-02-20
94,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-tigli-4-1814412,2021-02-20
95,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809814,2021-02-20
96,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-di-torre-morena-n-32-1807648,2021-02-20
97,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-della-merluzza-105-1819303,2021-02-20
98,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casali-del-drago-45-1813384,2021-02-20
99,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-delle-driadi-n-35-1807646,2021-02-20
100,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-augusto-sindici-8-1823520,2021-02-20
101,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-sergii-50-1808963,2021-02-20
102,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giustiniano-imperatore-140-1822678,2021-02-20
103,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casilina-1294-1813422,2021-02-20
104,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-della-chiesa-nuova-n-11-1827333,2021-02-20
105,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-prenestina-n-1204-i-1816691,2021-02-20
106,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-arzachena-n-23-1808770,2021-02-20
107,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-delle-driadi-35-p-3-int-6-1810779,2021-02-20
108,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809831,2021-02-20
109,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-francesco-landino-n-10-1802116,2021-02-20
110,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giorgio-spaccarelli-53-1821341,2021-02-20
111,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-prenestina-n-1204-i-piano-primo-int-2-1816690,2021-02-20
112,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-aristide-gabelli-25-1816255,2021-02-20
113,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-cesare-paoli-23-25-1813523,2021-02-20
114,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-monteleone-sabino-n-9-piano-primo-int-1a-1815272,2021-02-20
115,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casali-del-drago-45-1813382,2021-02-20
116,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-del-casaletto-521-1809772,2021-02-20
117,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-leonida-lay-195-1816236,2021-02-20
118,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-raffaello-nasini-29-1824134,2021-02-20
119,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-statilio-ottato-87-1810167,2021-02-20
120,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-roseto-degli-abruzzi-42-1774283,2021-02-20
121,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-viale-cortina-d'ampezzo-60-1810769,2021-02-20
122,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-columella-n-48-1807847,2021-02-20
123,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-beniamino-costantini-77-1807845,2021-02-20
124,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giulio-frascheri-n-12-1800274,2021-02-20
125,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casale-di-san-basilio-n-209-1808491,2021-02-20
126,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-matt%C3%A8-trucco-n-37-1808959,2021-02-20
127,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-val-maira-18-1826700,2021-02-20
128,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-ciro-trabalza-n-61-via-alessandro-checcucci-n-32-1808960,2021-02-20
129,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-sampieri-n-31-1808374,2021-02-20
130,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-motta-visconti-21-1808498,2021-02-20
131,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-vastogirardi-22-1801205,2021-02-20
132,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-isole-del-capo-verde-180-188-1800930,2021-02-20
133,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casali-del-drago-45-1813386,2021-02-20
134,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giuseppe-mercalli-25-1804502,2021-02-20
135,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809816,2021-02-20
136,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-cornelia-n-366-1813389,2021-02-20
137,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-abate-di-tivoli-n-12-1827331,2021-02-20
138,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-modolo-n-36-1810653,2021-02-20
139,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809822,2021-02-20
140,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-della-maglianella-203-1813375,2021-02-20
141,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809817,2021-02-20
142,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-umberto-grosso-34-1810236,2021-02-20
143,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-viale-angelico-n-12-1820200,2021-02-20
144,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-natale-palli-22-a-1813469,2021-02-20
145,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-prenestina-n-1204-i-piano-secondo-int-15-1816687,2021-02-20
146,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-senorbi-n-142-b-1811289,2021-02-20
147,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-pescolanciano-14-a-1801206,2021-02-20
148,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-andrea-solario-n-85-1819864,2021-02-20
149,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-prenestina-n-1204-i-piano-primo-interno-8-1816693,2021-02-20
150,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-furnari-26-28-1775796,2021-02-20
151,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-di-mezzocammino-n-113-1816651,2021-02-20
152,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-monte-del-gallo-4-1810261,2021-02-20
153,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-lucio-calpurnio-bibulo-13-1809048,2021-02-20
154,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-anagni-86-1818790,2021-02-20
155,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809824,2021-02-20
156,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ugo-ojetti-504-1818963,2021-02-20
157,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-tuscolana-859-1813593,2021-02-20
158,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-piazza-ener-bettica-42-43-1821242,2021-02-20
159,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-di-villa-vallelonga-n-8-1817737,2021-02-20
160,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giovanni-sinchetto-30-1811282,2021-02-20
161,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-polverigi-46-1811252,2021-02-20
162,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casali-del-drago-45-1813380,2021-02-20
163,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-villavallelonga-n-39-41-1827334,2021-02-20
164,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-leonida-lay-195-1816235,2021-02-20
165,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-monte-santo-25-1811874,2021-02-20
166,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casali-del-drago-45-1813385,2021-02-20
167,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-manlio-torquato-15-1811333,2021-02-20
168,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809827,2021-02-20
169,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-di-casal-bertone-66-1821525,2021-02-20
170,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-enrico-nencioni-30-1827528,2021-02-20
171,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-arrigo-davila-89-1811250,2021-02-20
172,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-santa-maria-ausiliatrice-112-1813376,2021-02-20
173,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-gaetano-ermoli-22-1807846,2021-02-20
174,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ottorino-gentiloni-42-1821727,2021-02-20
175,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-colonnello-tommaso-masala-n-42-1804462,2021-02-20
176,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-vetulonia-63-1808547,2021-02-20
177,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-fabbricato-civile-roma-via-antonino-salinas-7-a-1821308,2021-02-20
178,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ortona-de%E2%80%99-marsi-nn-230-e-232-(loc-lunghezzina)-1813392,2021-02-20
179,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-colonello-tommaso-masala-42-1804461,2021-02-20
180,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809826,2021-02-20
181,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-pisino-155-piano-3-1821236,2021-02-20
182,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-tricerro-99-1810414,2021-02-20
183,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-alanno-13-1809854,2021-02-20
184,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-loc-castelverde-lunghezza-via-tufillo-n-25-1804492,2021-02-20
185,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-aurelia-antica-n-286-1773839,2021-02-20
186,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809832,2021-02-20
187,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-girolamo-gravina-30-1828483,2021-02-20
188,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-arnaldo-fraccaroli-7-int-20-1800761,2021-02-20
189,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-della-caffarelletta-91-1797557,2021-02-20
190,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809810,2021-02-20
191,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-lucio-calpurnio-bibulo-13-1809049,2021-02-20
192,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-leonida-lay-195-1816237,2021-02-20
193,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nerina-n-15-1809437,2021-02-20
194,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-dei-ciclamini-12-1822681,2021-02-20
195,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casali-del-drago-45-1813387,2021-02-20
196,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-viale-tito-labieno-56-1820782,2021-02-20
